"","SampleID","Id","species","group","Latitude","Longitude"
"8749","MEB",0,"Polyommatus_sp","Polyommatus",51.22,19.93
"8750","MEB",0,"Polyommatus_sp","Polyommatus",51.22,22.07
"8751","OXBTGS793",2,"Polyommatus_icarus","Polyommatus",51.23,-3.36
"8752","MEB",0,"Polyommatus_sp","Polyommatus",51.23,-3.36
"8753","MEB",0,"Polyommatus_sp","Polyommatus",51.23,-2.64
"8754","MEB",0,"Polyommatus_sp","Polyommatus",51.23,2.64
"8755","MEB",0,"Polyommatus_sp","Polyommatus",51.23,3.36
"8756","MEB",0,"Polyommatus_sp","Polyommatus",51.23,8.64
"8757","MEB",0,"Polyommatus_sp","Polyommatus",51.23,9.36
"8758","MEB",0,"Polyommatus_sp","Polyommatus",51.23,14.64
"8759","MEB",0,"Polyommatus_sp","Polyommatus",51.23,15.36
"8760","MEB",0,"Polyommatus_sp","Polyommatus",51.23,21.36
"8761","MEB",0,"Polyommatus_sp","Polyommatus",51.65,5.58
"8762","MEB",0,"Polyommatus_sp","Polyommatus",51.65,11.58
"8763","MEB",0,"Polyommatus_sp","Polyommatus",51.65,12.42
"8764","MEB",0,"Polyommatus_sp","Polyommatus",51.65,17.58
"8765","MEB",0,"Polyommatus_sp","Polyommatus",51.65,18.42
"8766","MEB",0,"Polyommatus_sp","Polyommatus",51.65,23.58
"8767","MEB",0,"Polyommatus_sp","Polyommatus",51.66,-4.81
"8768","MEB",0,"Polyommatus_sp","Polyommatus",51.66,7.19
"8769","MEB",0,"Polyommatus_sp","Polyommatus",51.66,10.81
"8770","MEB",0,"Polyommatus_sp","Polyommatus",51.66,13.19
"8771","MEB",0,"Polyommatus_sp","Polyommatus",51.66,19.19
"8772","MEB",0,"Polyommatus_sp","Polyommatus",51.66,22.81
"8773","OXBTGS769",2,"Polyommatus_icarus","Polyommatus",51.67,-4.08
"8774","MEB",0,"Polyommatus_sp","Polyommatus",51.67,-4.08
"8775","MEB",0,"Polyommatus_sp","Polyommatus",51.67,-1.92
"8776","MEB",0,"Polyommatus_sp","Polyommatus",51.67,4.08
"8777","MEB",0,"Polyommatus_sp","Polyommatus",51.67,10.08
"8778","MEB",0,"Polyommatus_sp","Polyommatus",51.67,13.92
"8779","MEB",0,"Polyommatus_sp","Polyommatus",51.67,19.92
"8780","MEB",0,"Polyommatus_sp","Polyommatus",51.67,22.08
"8781","MEB",0,"Polyommatus_sp","Polyommatus",51.68,-9.36
"8782","MEB",0,"Polyommatus_sp","Polyommatus",51.68,-8.64
"8783","MEB",0,"Polyommatus_sp","Polyommatus",51.68,9.36
"8784","MEB",0,"Polyommatus_sp","Polyommatus",51.68,14.64
"8785","MEB",0,"Polyommatus_sp","Polyommatus",51.68,21.36
"8786","MEB",0,"Polyommatus_sp","Polyommatus",52.1,-0.4
"8787","MEB",0,"Polyommatus_sp","Polyommatus",52.1,0.4
"8788","MEB",0,"Polyommatus_sp","Polyommatus",52.1,5.6
"8789","MEB",0,"Polyommatus_sp","Polyommatus",52.1,6.4
"8790","MEB",0,"Polyommatus_sp","Polyommatus",52.1,12.4
"8791","MEB",0,"Polyommatus_sp","Polyommatus",52.1,23.6
"8792","BCZSMLep82863",2,"Polyommatus_icarus","Polyommatus",52.11,13.17
"8793","MEB",0,"Polyommatus_sp","Polyommatus",52.11,1.17
"8794","MEB",0,"Polyommatus_sp","Polyommatus",52.11,4.83
"8795","MEB",0,"Polyommatus_sp","Polyommatus",52.11,7.17
"8796","MEB",0,"Polyommatus_sp","Polyommatus",52.11,13.17
"8797","MEB",0,"Polyommatus_sp","Polyommatus",52.11,16.83
"8798","MEB",0,"Polyommatus_sp","Polyommatus",52.11,19.17
"8799","MEB",0,"Polyommatus_sp","Polyommatus",52.11,22.83
"8800","RVcoll16I288",2,"Polyommatus_icarus","Polyommatus",52.12,22.1
"8801","MEB",0,"Polyommatus_sp","Polyommatus",52.12,-10.1
"8802","MEB",0,"Polyommatus_sp","Polyommatus",52.12,-7.9
"8803","MEB",0,"Polyommatus_sp","Polyommatus",52.12,-4.1
"8804","MEB",0,"Polyommatus_sp","Polyommatus",52.12,-1.9
"8805","MEB",0,"Polyommatus_sp","Polyommatus",52.12,4.1
"8806","MEB",0,"Polyommatus_sp","Polyommatus",52.12,7.9
"8807","MEB",0,"Polyommatus_sp","Polyommatus",52.12,10.1
"8808","MEB",0,"Polyommatus_sp","Polyommatus",52.12,13.9
"8809","MEB",0,"Polyommatus_sp","Polyommatus",52.12,16.1
"8810","MEB",0,"Polyommatus_sp","Polyommatus",52.12,19.9
"8811","MEB",0,"Polyommatus_sp","Polyommatus",52.12,22.1
"8812","RVcoll14I860",2,"Polyommatus_icarus","Polyommatus",52.13,21.37
"8813","MEB",0,"Polyommatus_sp","Polyommatus",52.13,-3.37
"8814","MEB",0,"Polyommatus_sp","Polyommatus",52.13,9.37
"8815","MEB",0,"Polyommatus_sp","Polyommatus",52.13,14.63
"8816","MEB",0,"Polyommatus_sp","Polyommatus",52.13,15.37
"8817","MEB",0,"Polyommatus_sp","Polyommatus",52.13,20.63
"8818","MEB",0,"Polyommatus_sp","Polyommatus",52.13,21.37
"8819","MEB",0,"Polyommatus_sp","Polyommatus",52.55,-0.39
"8820","MEB",0,"Polyommatus_sp","Polyommatus",52.55,0.39
"8821","MEB",0,"Polyommatus_sp","Polyommatus",52.55,5.61
"8822","MEB",0,"Polyommatus_sp","Polyommatus",52.55,6.39
"8823","MEB",0,"Polyommatus_sp","Polyommatus",52.55,12.39
"8824","MEB",0,"Polyommatus_sp","Polyommatus",52.55,17.61
"8825","MEB",0,"Polyommatus_sp","Polyommatus",52.55,18.39
"8826","MEB",0,"Polyommatus_sp","Polyommatus",52.55,23.61
"8827","MEB",0,"Polyommatus_sp","Polyommatus",52.56,-7.16
"8828","MEB",0,"Polyommatus_sp","Polyommatus",52.56,-1.16
"8829","MEB",0,"Polyommatus_sp","Polyommatus",52.56,1.16
"8830","MEB",0,"Polyommatus_sp","Polyommatus",52.56,4.84
"8831","MEB",0,"Polyommatus_sp","Polyommatus",52.56,7.16
"8832","MEB",0,"Polyommatus_sp","Polyommatus",52.56,13.16
"8833","MEB",0,"Polyommatus_sp","Polyommatus",52.56,16.84
"8834","MEB",0,"Polyommatus_sp","Polyommatus",52.56,19.16
"8835","RVcoll12Z115",2,"Polyommatus_icarus","Polyommatus",52.57,-8.63
"8836","MEB",0,"Polyommatus_sp","Polyommatus",52.57,-9.37
"8837","MEB",0,"Polyommatus_sp","Polyommatus",52.57,-8.63
"8838","MEB",0,"Polyommatus_sp","Polyommatus",52.57,-7.89
"8839","MEB",0,"Polyommatus_sp","Polyommatus",52.57,-4.11
"8840","MEB",0,"Polyommatus_sp","Polyommatus",52.57,-3.37
"8841","MEB",0,"Polyommatus_sp","Polyommatus",52.57,-1.89
"8842","MEB",0,"Polyommatus_sp","Polyommatus",52.57,7.89
"8843","MEB",0,"Polyommatus_sp","Polyommatus",52.57,8.63
"8844","MEB",0,"Polyommatus_sp","Polyommatus",52.57,9.37
"8845","MEB",0,"Polyommatus_sp","Polyommatus",52.57,10.11
"8846","MEB",0,"Polyommatus_sp","Polyommatus",52.57,13.89
"8847","MEB",0,"Polyommatus_sp","Polyommatus",52.57,15.37
"8848","MEB",0,"Polyommatus_sp","Polyommatus",52.57,16.11
"8849","MEB",0,"Polyommatus_sp","Polyommatus",52.57,19.89
"8850","MEB",0,"Polyommatus_sp","Polyommatus",52.57,20.63
"8851","MEB",0,"Polyommatus_sp","Polyommatus",52.57,21.37
"8852","MEB",0,"Polyommatus_sp","Polyommatus",52.57,22.11
"8853","RVcoll16I578",2,"Polyommatus_icarus","Polyommatus",53,17.62
"8854","RVcoll16I161",2,"Polyommatus_icarus","Polyommatus",53,11.62
"8855","MEB",0,"Polyommatus_sp","Polyommatus",53,-6.38
"8856","MEB",0,"Polyommatus_sp","Polyommatus",53,5.62
"8857","MEB",0,"Polyommatus_sp","Polyommatus",53,6.38
"8858","MEB",0,"Polyommatus_sp","Polyommatus",53,11.62
"8859","MEB",0,"Polyommatus_sp","Polyommatus",53,12.38
"8860","MEB",0,"Polyommatus_sp","Polyommatus",53,17.62
"8861","MEB",0,"Polyommatus_sp","Polyommatus",53,18.38
"8862","MEB",0,"Polyommatus_sp","Polyommatus",53,23.62
"8863","MEB",0,"Polyommatus_sp","Polyommatus",53.01,-7.14
"8864","MEB",0,"Polyommatus_sp","Polyommatus",53.01,1.14
"8865","MEB",0,"Polyommatus_sp","Polyommatus",53.01,4.86
"8866","MEB",0,"Polyommatus_sp","Polyommatus",53.01,7.14
"8867","MEB",0,"Polyommatus_sp","Polyommatus",53.01,10.86
"8868","MEB",0,"Polyommatus_sp","Polyommatus",53.01,13.14
"8869","MEB",0,"Polyommatus_sp","Polyommatus",53.01,16.86
"8870","MEB",0,"Polyommatus_sp","Polyommatus",53.01,19.14
"8871","MEB",0,"Polyommatus_sp","Polyommatus",53.01,22.86
"8872","MEB",0,"Polyommatus_sp","Polyommatus",53.02,-9.37
"8873","MEB",0,"Polyommatus_sp","Polyommatus",53.02,-7.88
"8874","MEB",0,"Polyommatus_sp","Polyommatus",53.02,-4.12
"8875","MEB",0,"Polyommatus_sp","Polyommatus",53.02,7.88
"8876","MEB",0,"Polyommatus_sp","Polyommatus",53.02,8.63
"8877","MEB",0,"Polyommatus_sp","Polyommatus",53.02,9.37
"8878","MEB",0,"Polyommatus_sp","Polyommatus",53.02,10.12
"8879","MEB",0,"Polyommatus_sp","Polyommatus",53.02,13.88
"8880","MEB",0,"Polyommatus_sp","Polyommatus",53.02,14.63
"8881","MEB",0,"Polyommatus_sp","Polyommatus",53.02,15.37
"8882","MEB",0,"Polyommatus_sp","Polyommatus",53.02,16.12
"8883","MEB",0,"Polyommatus_sp","Polyommatus",53.02,19.88
"8884","MEB",0,"Polyommatus_sp","Polyommatus",53.02,20.63
"8885","MEB",0,"Polyommatus_sp","Polyommatus",53.02,21.37
"8886","MEB",0,"Polyommatus_sp","Polyommatus",53.45,-6.37
"8887","MEB",0,"Polyommatus_sp","Polyommatus",53.45,-0.37
"8888","MEB",0,"Polyommatus_sp","Polyommatus",53.45,5.63
"8889","MEB",0,"Polyommatus_sp","Polyommatus",53.45,6.37
"8890","MEB",0,"Polyommatus_sp","Polyommatus",53.45,11.63
"8891","MEB",0,"Polyommatus_sp","Polyommatus",53.45,12.37
"8892","MEB",0,"Polyommatus_sp","Polyommatus",53.45,17.63
"8893","MEB",0,"Polyommatus_sp","Polyommatus",53.46,-4.88
"8894","MEB",0,"Polyommatus_sp","Polyommatus",53.46,-1.12
"8895","MEB",0,"Polyommatus_sp","Polyommatus",53.46,7.12
"8896","MEB",0,"Polyommatus_sp","Polyommatus",53.46,10.88
"8897","MEB",0,"Polyommatus_sp","Polyommatus",53.46,13.12
"8898","MEB",0,"Polyommatus_sp","Polyommatus",53.46,16.88
"8899","RV",0,"Polyommatus_sp","Polyommatus",53.46,19.12
"8900","MEB",0,"Polyommatus_sp","Polyommatus",53.47,-10.13
"8901","MEB",0,"Polyommatus_sp","Polyommatus",53.47,-9.38
"8902","MEB",0,"Polyommatus_sp","Polyommatus",53.47,-8.62
"8903","MEB",0,"Polyommatus_sp","Polyommatus",53.47,-3.38
"8904","MEB",0,"Polyommatus_sp","Polyommatus",53.47,-2.62
"8905","MEB",0,"Polyommatus_sp","Polyommatus",53.47,7.87
"8906","MEB",0,"Polyommatus_sp","Polyommatus",53.47,8.62
"8907","MEB",0,"Polyommatus_sp","Polyommatus",53.47,9.38
"8908","MEB",0,"Polyommatus_sp","Polyommatus",53.47,10.13
"8909","MEB",0,"Polyommatus_sp","Polyommatus",53.47,13.87
"8910","MEB",0,"Polyommatus_sp","Polyommatus",53.47,14.62
"8911","MEB",0,"Polyommatus_sp","Polyommatus",53.47,16.13
"8912","MEB",0,"Polyommatus_sp","Polyommatus",53.47,19.87
"8913","MEB",0,"Polyommatus_sp","Polyommatus",53.47,20.62
"8914","MEB",0,"Polyommatus_sp","Polyommatus",53.47,21.38
"8915","MEB",0,"Polyommatus_sp","Polyommatus",53.47,22.13
"8916","MEB",0,"Polyommatus_sp","Polyommatus",53.89,-6.36
"8917","MEB",0,"Polyommatus_sp","Polyommatus",53.89,-0.36
"8918","MEB",0,"Polyommatus_sp","Polyommatus",53.89,11.64
"8919","MEB",0,"Polyommatus_sp","Polyommatus",53.89,12.36
"8920","MEB",0,"Polyommatus_sp","Polyommatus",53.89,17.64
"8921","MEB",0,"Polyommatus_sp","Polyommatus",53.89,18.36
"8922","MEB",0,"Polyommatus_sp","Polyommatus",53.91,-7.1
"8923","MEB",0,"Polyommatus_sp","Polyommatus",53.91,-1.1
"8924","MEB",0,"Polyommatus_sp","Polyommatus",53.91,10.9
"8925","MEB",0,"Polyommatus_sp","Polyommatus",53.91,13.1
"8926","MEB",0,"Polyommatus_sp","Polyommatus",53.91,19.1
"8927","MEB",0,"Polyommatus_sp","Polyommatus",53.91,22.9
"8928","GBLAA1061-15",2,"Polyommatus_icarus","Polyommatus",53.92,9.38
"8929","RV",0,"Polyommatus_sp","Polyommatus",53.92,9.38
"8930","MEB",0,"Polyommatus_sp","Polyommatus",53.92,-9.38
"8931","MEB",0,"Polyommatus_sp","Polyommatus",53.92,-8.62
"8932","MEB",0,"Polyommatus_sp","Polyommatus",53.92,-7.86
"8933","MEB",0,"Polyommatus_sp","Polyommatus",53.92,-2.62
"8934","MEB",0,"Polyommatus_sp","Polyommatus",53.92,7.86
"8935","MEB",0,"Polyommatus_sp","Polyommatus",53.92,10.14
"8936","MEB",0,"Polyommatus_sp","Polyommatus",53.92,13.86
"8937","MEB",0,"Polyommatus_sp","Polyommatus",53.92,14.62
"8938","MEB",0,"Polyommatus_sp","Polyommatus",53.92,16.14
"8939","MEB",0,"Polyommatus_sp","Polyommatus",53.92,19.86
"8940","MEB",0,"Polyommatus_sp","Polyommatus",53.92,20.62
"8941","MEB",0,"Polyommatus_sp","Polyommatus",53.92,21.38
"8942","MEB",0,"Polyommatus_sp","Polyommatus",53.92,22.14
"8943","MEB",0,"Polyommatus_sp","Polyommatus",54.34,-6.35
"8944","MEB",0,"Polyommatus_sp","Polyommatus",54.34,12.35
"8945","MEB",0,"Polyommatus_sp","Polyommatus",54.34,23.65
"8946","OXBTGS875",2,"Polyommatus_icarus","Polyommatus",54.36,-1.08
"8947","MEB",0,"Polyommatus_sp","Polyommatus",54.36,-7.08
"8948","MEB",0,"Polyommatus_sp","Polyommatus",54.36,-1.08
"8949","MEB",0,"Polyommatus_sp","Polyommatus",54.36,10.92
"8950","MEB",0,"Polyommatus_sp","Polyommatus",54.36,13.08
"8951","MEB",0,"Polyommatus_sp","Polyommatus",54.36,16.92
"8952","MEB",0,"Polyommatus_sp","Polyommatus",54.36,19.08
"8953","MEB",0,"Polyommatus_sp","Polyommatus",54.36,22.92
"8954","RVcoll12Z169",2,"Polyommatus_icarus","Polyommatus",54.37,-8.62
"8955","OXBTGS933",2,"Polyommatus_icarus","Polyommatus",54.37,-2.62
"8956","MEB",0,"Polyommatus_sp","Polyommatus",54.37,-8.62
"8957","MEB",0,"Polyommatus_sp","Polyommatus",54.37,-3.38
"8958","MEB",0,"Polyommatus_sp","Polyommatus",54.37,-2.62
"8959","MEB",0,"Polyommatus_sp","Polyommatus",54.37,16.15
"8960","MEB",0,"Polyommatus_sp","Polyommatus",54.37,19.85
"8961","MEB",0,"Polyommatus_sp","Polyommatus",54.37,22.15
"8962","EULEP362-14",2,"Polyommatus_icarus","Polyommatus",54.79,24.33
"8963","MEB",0,"Polyommatus_sp","Polyommatus",54.79,-6.33
"8964","MEB",0,"Polyommatus_sp","Polyommatus",54.79,-5.67
"8965","MEB",0,"Polyommatus_sp","Polyommatus",54.79,11.67
"8966","MEB",0,"Polyommatus_sp","Polyommatus",54.79,12.33
"8967","MEB",0,"Polyommatus_sp","Polyommatus",54.79,18.33
"8968","MEB",0,"Polyommatus_sp","Polyommatus",54.79,24.33
"8969","MEB",0,"Polyommatus_sp","Polyommatus",54.81,-7.06
"8970","MEB",0,"Polyommatus_sp","Polyommatus",54.81,22.94
"8971","OXBTGS861",2,"Polyommatus_icarus","Polyommatus",54.82,-1.83
"8972","MEB",0,"Polyommatus_sp","Polyommatus",54.82,-7.83
"8973","MEB",0,"Polyommatus_sp","Polyommatus",54.82,-1.83
"8974","MEB",0,"Polyommatus_sp","Polyommatus",54.82,8.61
"8975","MEB",0,"Polyommatus_sp","Polyommatus",54.82,9.39
"8976","MEB",0,"Polyommatus_sp","Polyommatus",54.82,10.17
"8977","MEB",0,"Polyommatus_sp","Polyommatus",55.24,-5.68
"8978","MEB",0,"Polyommatus_sp","Polyommatus",55.24,11.68
"8979","MEB",0,"Polyommatus_sp","Polyommatus",55.24,12.32
"8980","MEB",0,"Polyommatus_sp","Polyommatus",55.24,23.68
"8981","MEB",0,"Polyommatus_sp","Polyommatus",55.26,-7.03
"8982","MEB",0,"Polyommatus_sp","Polyommatus",55.26,13.03
"8983","MEB",0,"Polyommatus_sp","Polyommatus",55.26,25.03
"8984","MEB",0,"Polyommatus_sp","Polyommatus",55.27,-7.82
"8985","MEB",0,"Polyommatus_sp","Polyommatus",55.27,-4.18
"8986","MEB",0,"Polyommatus_sp","Polyommatus",55.27,-3.39
"8987","MEB",0,"Polyommatus_sp","Polyommatus",55.27,-2.61
"8988","MEB",0,"Polyommatus_sp","Polyommatus",55.27,8.61
"8989","MEB",0,"Polyommatus_sp","Polyommatus",55.27,9.39
"8990","MEB",0,"Polyommatus_sp","Polyommatus",55.27,10.18
"8991","MEB",0,"Polyommatus_sp","Polyommatus",55.27,13.82
"8992","MEB",0,"Polyommatus_sp","Polyommatus",55.27,14.61
"8993","MEB",0,"Polyommatus_sp","Polyommatus",55.27,22.18
"8994","MEB",0,"Polyommatus_sp","Polyommatus",55.27,25.82
"8995","MEB",0,"Polyommatus_sp","Polyommatus",55.27,26.61
"8996","MEB",0,"Polyommatus_sp","Polyommatus",55.69,11.69
"8997","MEB",0,"Polyommatus_sp","Polyommatus",55.69,12.31
"8998","MEB",0,"Polyommatus_sp","Polyommatus",55.7,-4.99
"8999","MEB",0,"Polyommatus_sp","Polyommatus",55.7,10.99
"9000","MEB",0,"Polyommatus_sp","Polyommatus",55.7,13.01
"9001","MEB",0,"Polyommatus_sp","Polyommatus",55.71,-4.19
"9002","MEB",0,"Polyommatus_sp","Polyommatus",55.71,-1.81
"9003","MEB",0,"Polyommatus_sp","Polyommatus",55.71,10.19
"9004","MEB",0,"Polyommatus_sp","Polyommatus",55.71,13.81
"9005","MEB",0,"Polyommatus_sp","Polyommatus",55.71,25.81
"9006","MEB",0,"Polyommatus_sp","Polyommatus",55.72,-3.4
"9007","MEB",0,"Polyommatus_sp","Polyommatus",55.72,-2.6
"9008","MEB",0,"Polyommatus_sp","Polyommatus",55.72,8.6
"9009","MEB",0,"Polyommatus_sp","Polyommatus",55.72,9.4
"9010","MEB",0,"Polyommatus_sp","Polyommatus",55.72,26.6
"9011","OXBTGS159",2,"Polyommatus_icarus","Polyommatus",56.14,-5.71
"9012","MEB",0,"Polyommatus_sp","Polyommatus",56.14,-5.71
"9013","MEB",0,"Polyommatus_sp","Polyommatus",56.14,12.29
"9014","MEB",0,"Polyommatus_sp","Polyommatus",56.14,24.29
"9015","MEB",0,"Polyommatus_sp","Polyommatus",56.15,12.99
"9016","MEB",0,"Polyommatus_sp","Polyommatus",56.15,23.01
"9017","MEB",0,"Polyommatus_sp","Polyommatus",56.16,-4.21
"9018","MEB",0,"Polyommatus_sp","Polyommatus",56.16,10.21
"9019","MEB",0,"Polyommatus_sp","Polyommatus",56.16,13.79
"9020","MEB",0,"Polyommatus_sp","Polyommatus",56.16,25.79
"9021","MEB",0,"Polyommatus_sp","Polyommatus",56.17,8.6
"9022","MEB",0,"Polyommatus_sp","Polyommatus",56.17,9.4
"9023","MEB",0,"Polyommatus_sp","Polyommatus",56.17,14.6
"9024","MEB",0,"Polyommatus_sp","Polyommatus",56.17,21.4
"9025","MEB",0,"Polyommatus_sp","Polyommatus",56.17,27.4
"9026","OXBTGS017",2,"Polyommatus_icarus","Polyommatus",56.59,-5.72
"9027","MEB",0,"Polyommatus_sp","Polyommatus",56.59,-6.28
"9028","MEB",0,"Polyommatus_sp","Polyommatus",56.59,-5.72
"9029","MEB",0,"Polyommatus_sp","Polyommatus",56.59,23.72
"9030","MEB",0,"Polyommatus_sp","Polyommatus",56.59,24.28
"9031","OXBTGS919",2,"Polyommatus_icarus","Polyommatus",56.6,-5.04
"9032","MEB",0,"Polyommatus_sp","Polyommatus",56.6,-5.04
"9033","MEB",0,"Polyommatus_sp","Polyommatus",56.6,12.96
"9034","MEB",0,"Polyommatus_sp","Polyommatus",56.6,23.04
"9035","MEB",0,"Polyommatus_sp","Polyommatus",56.6,24.96
"9036","MEB",0,"Polyommatus_sp","Polyommatus",56.61,-4.22
"9037","MEB",0,"Polyommatus_sp","Polyommatus",56.61,10.22
"9038","MEB",0,"Polyommatus_sp","Polyommatus",56.61,13.78
"9039","MEB",0,"Polyommatus_sp","Polyommatus",56.61,16.22
"9040","MEB",0,"Polyommatus_sp","Polyommatus",56.61,22.22
"9041","MEB",0,"Polyommatus_sp","Polyommatus",56.61,25.78
"9042","MEB",0,"Polyommatus_sp","Polyommatus",56.62,-2.59
"9043","MEB",0,"Polyommatus_sp","Polyommatus",56.62,8.59
"9044","MEB",0,"Polyommatus_sp","Polyommatus",56.62,14.59
"9045","MEB",0,"Polyommatus_sp","Polyommatus",56.62,15.41
"9046","MEB",0,"Polyommatus_sp","Polyommatus",56.62,21.41
"9047","MEB",0,"Polyommatus_sp","Polyommatus",57.03,12
"9048","MEB",0,"Polyommatus_sp","Polyommatus",57.03,18
"9049","MEB",0,"Polyommatus_sp","Polyommatus",57.03,24
"9050","MEB",0,"Polyommatus_sp","Polyommatus",57.05,-5.06
"9051","MEB",0,"Polyommatus_sp","Polyommatus",57.05,12.94
"9052","MEB",0,"Polyommatus_sp","Polyommatus",57.05,17.06
"9053","MEB",0,"Polyommatus_sp","Polyommatus",57.05,23.06
"9054","MEB",0,"Polyommatus_sp","Polyommatus",57.05,24.94
"9055","RVcoll08L303",2,"Polyommatus_icarus","Polyommatus",57.06,10.24
"9056","OXBTGS035",2,"Polyommatus_icarus","Polyommatus",57.06,-7.76
"9057","MEB",0,"Polyommatus_sp","Polyommatus",57.06,-7.76
"9058","MEB",0,"Polyommatus_sp","Polyommatus",57.06,-1.76
"9059","MEB",0,"Polyommatus_sp","Polyommatus",57.06,10.24
"9060","MEB",0,"Polyommatus_sp","Polyommatus",57.06,13.76
"9061","MEB",0,"Polyommatus_sp","Polyommatus",57.06,16.24
"9062","MEB",0,"Polyommatus_sp","Polyommatus",57.06,22.24
"9063","MEB",0,"Polyommatus_sp","Polyommatus",57.07,-3.41
"9064","MEB",0,"Polyommatus_sp","Polyommatus",57.07,-2.59
"9065","MEB",0,"Polyommatus_sp","Polyommatus",57.07,8.59
"9066","MEB",0,"Polyommatus_sp","Polyommatus",57.07,9.41
"9067","MEB",0,"Polyommatus_sp","Polyommatus",57.07,14.59
"9068","MEB",0,"Polyommatus_sp","Polyommatus",57.07,15.41
"9069","MEB",0,"Polyommatus_sp","Polyommatus",57.07,21.41
"9070","MEB",0,"Polyommatus_sp","Polyommatus",57.07,26.59
"9071","MEB",0,"Polyommatus_sp","Polyommatus",57.07,27.41
"9072","MEB",0,"Polyommatus_sp","Polyommatus",57.48,-6
"9073","MEB",0,"Polyommatus_sp","Polyommatus",57.48,18
"9074","MEB",0,"Polyommatus_sp","Polyommatus",57.5,-5.09
"9075","MEB",0,"Polyommatus_sp","Polyommatus",57.5,18.91
"9076","OXBTGS061",2,"Polyommatus_icarus","Polyommatus",57.51,-7.75
"9077","MEB",0,"Polyommatus_sp","Polyommatus",57.51,-7.75
"9078","MEB",0,"Polyommatus_sp","Polyommatus",57.51,-4.25
"9079","MEB",0,"Polyommatus_sp","Polyommatus",57.51,10.25
"9080","MEB",0,"Polyommatus_sp","Polyommatus",57.51,16.25
"9081","MEB",0,"Polyommatus_sp","Polyommatus",57.51,25.75
"9082","MEB",0,"Polyommatus_sp","Polyommatus",57.52,-3.42
"9083","MEB",0,"Polyommatus_sp","Polyommatus",57.52,-2.58
"9084","MEB",0,"Polyommatus_sp","Polyommatus",57.52,14.58
"9085","MEB",0,"Polyommatus_sp","Polyommatus",57.52,15.42
"9086","MEB",0,"Polyommatus_sp","Polyommatus",57.52,27.42
"9087","MEB",0,"Polyommatus_sp","Polyommatus",57.93,-6
"9088","MEB",0,"Polyommatus_sp","Polyommatus",57.93,12
"9089","MEB",0,"Polyommatus_sp","Polyommatus",57.95,-5.11
"9090","MEB",0,"Polyommatus_sp","Polyommatus",57.95,6.89
"9091","MEB",0,"Polyommatus_sp","Polyommatus",57.95,12.89
"9092","MEB",0,"Polyommatus_sp","Polyommatus",57.95,17.11
"9093","MEB",0,"Polyommatus_sp","Polyommatus",57.95,18.89
"9094","MEB",0,"Polyommatus_sp","Polyommatus",57.95,24.89
"9095","MEB",0,"Polyommatus_sp","Polyommatus",57.96,-4.27
"9096","MEB",0,"Polyommatus_sp","Polyommatus",57.96,7.73
"9097","MEB",0,"Polyommatus_sp","Polyommatus",57.96,16.27
"9098","MEB",0,"Polyommatus_sp","Polyommatus",57.96,22.27
"9099","MEB",0,"Polyommatus_sp","Polyommatus",57.96,25.73
"9100","MEB",0,"Polyommatus_sp","Polyommatus",57.97,14.58
"9101","MEB",0,"Polyommatus_sp","Polyommatus",57.97,26.58
"9102","MEB",0,"Polyommatus_sp","Polyommatus",57.97,27.42
"9103","MEB",0,"Polyommatus_sp","Polyommatus",58.38,-6
"9104","MEB",0,"Polyommatus_sp","Polyommatus",58.38,6.01
"9105","MEB",0,"Polyommatus_sp","Polyommatus",58.38,12
"9106","MEB",0,"Polyommatus_sp","Polyommatus",58.4,-5.14
"9107","MEB",0,"Polyommatus_sp","Polyommatus",58.4,23.14
"9108","MEB",0,"Polyommatus_sp","Polyommatus",58.4,24.86
"9109","MEB",0,"Polyommatus_sp","Polyommatus",58.41,-4.28
"9110","MEB",0,"Polyommatus_sp","Polyommatus",58.41,7.72
"9111","MEB",0,"Polyommatus_sp","Polyommatus",58.41,13.72
"9112","MEB",0,"Polyommatus_sp","Polyommatus",58.41,16.28
"9113","MEB",0,"Polyommatus_sp","Polyommatus",58.41,25.72
"9114","MEB",0,"Polyommatus_sp","Polyommatus",58.42,-3.43
"9115","MEB",0,"Polyommatus_sp","Polyommatus",58.42,8.57
"9116","MEB",0,"Polyommatus_sp","Polyommatus",58.42,14.57
"9117","MEB",0,"Polyommatus_sp","Polyommatus",58.42,15.43
"9118","MEB",0,"Polyommatus_sp","Polyommatus",58.83,5.97
"9119","MEB",0,"Polyommatus_sp","Polyommatus",58.83,12
"9120","MEB",0,"Polyommatus_sp","Polyommatus",58.83,18
"9121","MEB",0,"Polyommatus_sp","Polyommatus",58.83,24
"9122","MEB",0,"Polyommatus_sp","Polyommatus",58.85,11.17
"9123","MEB",0,"Polyommatus_sp","Polyommatus",58.85,17.17
"9124","MEB",0,"Polyommatus_sp","Polyommatus",58.85,23.17
"9125","MEB",0,"Polyommatus_sp","Polyommatus",58.85,24.83
"9126","MEB",0,"Polyommatus_sp","Polyommatus",58.86,-2.57
"9127","MEB",0,"Polyommatus_sp","Polyommatus",58.86,9.43
"9128","MEB",0,"Polyommatus_sp","Polyommatus",58.86,13.7
"9129","MEB",0,"Polyommatus_sp","Polyommatus",58.86,14.57
"9130","MEB",0,"Polyommatus_sp","Polyommatus",58.86,15.43
"9131","MEB",0,"Polyommatus_sp","Polyommatus",58.86,16.3
