"","SampleID","Id","species","group","Latitude","Longitude"
"7537","MEB",0,"Polyommatus_sp","Polyommatus",34.99,24.53
"7538","MEB",0,"Polyommatus_sp","Polyommatus",35,25.08
"7539","150308PP10",2,"Polyommatus_icarus","Polyommatus",35.01,25.63
"7540","RV",0,"Polyommatus_sp","Polyommatus",35.01,25.63
"7541","MEB",0,"Polyommatus_sp","Polyommatus",35.43,24
"7542","MEB",0,"Polyommatus_sp","Polyommatus",35.44,23.48
"7543","MEB",0,"Polyommatus_sp","Polyommatus",35.44,24.52
"7544","MEB",0,"Polyommatus_sp","Polyommatus",35.45,25.07
"7545","MEB",0,"Polyommatus_sp","Polyommatus",35.46,25.62
"7546","RV",0,"Polyommatus_sp","Polyommatus",35.47,26.17
"7547","RVcoll11H644",1,"Polyommatus_celina","Polyommatus",35.52,12.56
"7548","Bib",0,"Polyommatus_sp","Polyommatus",35.87,12.86
"7549","RVcoll12L799",1,"Polyommatus_celina","Polyommatus",35.89,-5.49
"7550","MEB",0,"Polyommatus_sp","Polyommatus",35.89,-5.49
"7551","RVcoll11J508",2,"Polyommatus_icarus","Polyommatus",35.92,27.28
"7552","RVcoll11E102",1,"Polyommatus_celina","Polyommatus",35.92,14.17
"7553","MEB",0,"Polyommatus_sp","Polyommatus",35.92,14.17
"7554","MEB",0,"Polyommatus_sp","Polyommatus",35.92,27.28
"7555","MEB",0,"Polyommatus_sp","Polyommatus",35.92,27.83
"7556","MEB",0,"Polyommatus_sp","Polyommatus",36.33,-6
"7557","RVcoll08L622",1,"Polyommatus_celina","Polyommatus",36.34,-5.51
"7558","MEB",0,"Polyommatus_sp","Polyommatus",36.34,-5.51
"7559","MEB",0,"Polyommatus_sp","Polyommatus",36.35,-4.95
"7560","MEB",0,"Polyommatus_sp","Polyommatus",36.35,22.95
"7561","RVcoll11J530",2,"Polyommatus_icarus","Polyommatus",36.37,27.84
"7562","MEB",0,"Polyommatus_sp","Polyommatus",36.37,27.84
"7563","RVcoll08H634",1,"Polyommatus_celina","Polyommatus",36.79,-5.52
"7564","MEB",0,"Polyommatus_sp","Polyommatus",36.79,-6.48
"7565","MEB",0,"Polyommatus_sp","Polyommatus",36.79,-5.52
"7566","MEB",0,"Polyommatus_sp","Polyommatus",36.8,-4.96
"7567","RVcoll11D133",1,"Polyommatus_celina","Polyommatus",36.8,12
"7568","RVcoll14G023",2,"Polyommatus_icarus","Polyommatus",36.81,22.4
"7569","RVcoll11D905",1,"Polyommatus_celina","Polyommatus",36.81,-4.4
"7570","MEB",0,"Polyommatus_sp","Polyommatus",36.81,-4.4
"7571","MEB",0,"Polyommatus_sp","Polyommatus",36.81,22.4
"7572","RVcoll11J497",2,"Polyommatus_icarus","Polyommatus",36.82,27.28
"7573","RVcoll06A035",1,"Polyommatus_celina","Polyommatus",36.82,-3.28
"7574","RVcoll16A527",1,"Polyommatus_celina","Polyommatus",36.82,15.28
"7575","RV",0,"Polyommatus_sp","Polyommatus",36.82,15.28
"7576","MEB",0,"Polyommatus_sp","Polyommatus",36.82,-3.84
"7577","MEB",0,"Polyommatus_sp","Polyommatus",36.82,-3.28
"7578","MEB",0,"Polyommatus_sp","Polyommatus",36.82,-2.16
"7579","MEB",0,"Polyommatus_sp","Polyommatus",36.82,21.84
"7580","MEB",0,"Polyommatus_sp","Polyommatus",36.82,27.28
"7581","MEB",0,"Polyommatus_sp","Polyommatus",37.23,-6
"7582","MEB",0,"Polyommatus_sp","Polyommatus",37.24,-5.54
"7583","RV",0,"Polyommatus_sp","Polyommatus",37.24,-6.46
"7584","RV",0,"Polyommatus_sp","Polyommatus",37.26,13.59
"7585","MEB",0,"Polyommatus_sp","Polyommatus",37.26,-7.59
"7586","MEB",0,"Polyommatus_sp","Polyommatus",37.26,-4.97
"7587","MEB",0,"Polyommatus_sp","Polyommatus",37.26,22.41
"7588","MEB",0,"Polyommatus_sp","Polyommatus",37.26,22.97
"7589","MEB",0,"Polyommatus_sp","Polyommatus",37.26,25.03
"7590","MEB",0,"Polyommatus_sp","Polyommatus",37.26,25.59
"7591","RV",0,"Polyommatus_sp","Polyommatus",37.26,-4.41
"7592","RVcoll08J968",2,"Polyommatus_icarus","Polyommatus",37.27,-3.28
"7593","RVcoll11I455",1,"Polyommatus_celina","Polyommatus",37.27,-3.28
"7594","RVcoll08R542",1,"Polyommatus_celina","Polyommatus",37.27,15.28
"7595","RV",0,"Polyommatus_sp","Polyommatus",37.27,14.15
"7596","RV",0,"Polyommatus_sp","Polyommatus",37.27,14.72
"7597","RV",0,"Polyommatus_sp","Polyommatus",37.27,15.28
"7598","MEB",0,"Polyommatus_sp","Polyommatus",37.27,-8.72
"7599","MEB",0,"Polyommatus_sp","Polyommatus",37.27,-8.15
"7600","MEB",0,"Polyommatus_sp","Polyommatus",37.27,-3.85
"7601","MEB",0,"Polyommatus_sp","Polyommatus",37.27,-3.28
"7602","MEB",0,"Polyommatus_sp","Polyommatus",37.27,-2.72
"7603","MEB",0,"Polyommatus_sp","Polyommatus",37.27,-2.15
"7604","MEB",0,"Polyommatus_sp","Polyommatus",37.27,21.85
"7605","RV",0,"Polyommatus_sp","Polyommatus",37.69,12.37
"7606","RVcoll12M386",1,"Polyommatus_celina","Polyommatus",37.71,13.58
"7607","RVcollLD2323",1,"Polyommatus_celina","Polyommatus",37.71,13.01
"7608","RVcoll090211SD56",1,"Polyommatus_celina","Polyommatus",37.71,-1.58
"7609","RV",0,"Polyommatus_sp","Polyommatus",37.71,13.01
"7610","RV",0,"Polyommatus_sp","Polyommatus",37.71,13.58
"7611","MEB",0,"Polyommatus_sp","Polyommatus",37.71,-7.58
"7612","MEB",0,"Polyommatus_sp","Polyommatus",37.71,-7.01
"7613","MEB",0,"Polyommatus_sp","Polyommatus",37.71,-4.99
"7614","MEB",0,"Polyommatus_sp","Polyommatus",37.71,-1.58
"7615","MEB",0,"Polyommatus_sp","Polyommatus",37.71,22.42
"7616","MEB",0,"Polyommatus_sp","Polyommatus",37.71,22.99
"7617","MEB",0,"Polyommatus_sp","Polyommatus",37.71,25.01
"7618","RVcoll12Q582",1,"Polyommatus_celina","Polyommatus",37.72,15.28
"7619","RVcoll11I086",1,"Polyommatus_celina","Polyommatus",37.72,14.72
"7620","RVcoll11H958",1,"Polyommatus_celina","Polyommatus",37.72,14.15
"7621","RVcoll12L164",1,"Polyommatus_celina","Polyommatus",37.72,-2.72
"7622","RV",0,"Polyommatus_sp","Polyommatus",37.72,14.15
"7623","RV",0,"Polyommatus_sp","Polyommatus",37.72,14.72
"7624","RV",0,"Polyommatus_sp","Polyommatus",37.72,15.28
"7625","MEB",0,"Polyommatus_sp","Polyommatus",37.72,-8.72
"7626","MEB",0,"Polyommatus_sp","Polyommatus",37.72,-8.15
"7627","MEB",0,"Polyommatus_sp","Polyommatus",37.72,-3.85
"7628","MEB",0,"Polyommatus_sp","Polyommatus",37.72,-2.72
"7629","MEB",0,"Polyommatus_sp","Polyommatus",37.72,-2.15
"7630","MEB",0,"Polyommatus_sp","Polyommatus",37.72,20.72
"7631","MEB",0,"Polyommatus_sp","Polyommatus",37.72,21.85
"7632","MEB",0,"Polyommatus_sp","Polyommatus",37.72,26.72
"7633","RVcoll11H725",1,"Polyommatus_celina","Polyommatus",38.14,12.36
"7634","RV",0,"Polyommatus_sp","Polyommatus",38.14,12.36
"7635","MEB",0,"Polyommatus_sp","Polyommatus",38.14,-6.36
"7636","MEB",0,"Polyommatus_sp","Polyommatus",38.14,-5.64
"7637","MEB",0,"Polyommatus_sp","Polyommatus",38.14,23.64
"7638","RVcoll11H550",1,"Polyommatus_celina","Polyommatus",38.16,13.57
"7639","RV",0,"Polyommatus_sp","Polyommatus",38.16,13.57
"7640","MEB",0,"Polyommatus_sp","Polyommatus",38.16,-7.57
"7641","MEB",0,"Polyommatus_sp","Polyommatus",38.16,-7
"7642","MEB",0,"Polyommatus_sp","Polyommatus",38.16,-1
"7643","RV",0,"Polyommatus_sp","Polyommatus",38.16,16.43
"7644","RV",0,"Polyommatus_sp","Polyommatus",38.16,23
"7645","RVcoll07D768",2,"Polyommatus_icarus","Polyommatus",38.17,-2.71
"7646","RVcoll14F830",2,"Polyommatus_icarus","Polyommatus",38.17,21.86
"7647","RVcollLD2371",2,"Polyommatus_icarus","Polyommatus",38.17,15.86
"7648","RVcoll12M687",2,"Polyommatus_icarus","Polyommatus",38.17,-3.86
"7649","RVcoll09V472",1,"Polyommatus_celina","Polyommatus",38.17,-2.71
"7650","RVcollLD0183",1,"Polyommatus_celina","Polyommatus",38.17,15.29
"7651","RVcollLD2325",1,"Polyommatus_celina","Polyommatus",38.17,15.86
"7652","RVcoll14B484",1,"Polyommatus_celina","Polyommatus",38.17,-8.71
"7653","RVcoll11H846",1,"Polyommatus_celina","Polyommatus",38.17,14.71
"7654","RVcoll12M686",1,"Polyommatus_celina","Polyommatus",38.17,-3.86
"7655","RV",0,"Polyommatus_sp","Polyommatus",38.17,14.71
"7656","RV",0,"Polyommatus_sp","Polyommatus",38.17,15.29
"7657","RV",0,"Polyommatus_sp","Polyommatus",38.17,15.86
"7658","MEB",0,"Polyommatus_sp","Polyommatus",38.17,-8.71
"7659","MEB",0,"Polyommatus_sp","Polyommatus",38.17,-8.14
"7660","MEB",0,"Polyommatus_sp","Polyommatus",38.17,-2.14
"7661","MEB",0,"Polyommatus_sp","Polyommatus",38.17,20.14
"7662","MEB",0,"Polyommatus_sp","Polyommatus",38.17,20.71
"7663","MEB",0,"Polyommatus_sp","Polyommatus",38.17,21.86
"7664","RV",0,"Polyommatus_sp","Polyommatus",38.17,-2.71
"7665","RV",0,"Polyommatus_sp","Polyommatus",38.17,-3.86
"7666","RVcoll11E016",2,"Polyommatus_icarus","Polyommatus",38.59,-0.35
"7667","RVcoll11D664",1,"Polyommatus_celina","Polyommatus",38.59,-0.35
"7668","MEB",0,"Polyommatus_sp","Polyommatus",38.59,-0.35
"7669","MEB",0,"Polyommatus_sp","Polyommatus",38.59,23.65
"7670","MEB",0,"Polyommatus_sp","Polyommatus",38.59,24.35
"7671","RVcoll14O551",2,"Polyommatus_icarus","Polyommatus",38.61,22.44
"7672","RV",0,"Polyommatus_sp","Polyommatus",38.61,16.44
"7673","MEB",0,"Polyommatus_sp","Polyommatus",38.61,-7.56
"7674","MEB",0,"Polyommatus_sp","Polyommatus",38.61,-6.99
"7675","MEB",0,"Polyommatus_sp","Polyommatus",38.61,-4.44
"7676","MEB",0,"Polyommatus_sp","Polyommatus",38.61,-0.99
"7677","MEB",0,"Polyommatus_sp","Polyommatus",38.61,22.44
"7678","MEB",0,"Polyommatus_sp","Polyommatus",38.61,23.01
"7679","RVcoll14M901",2,"Polyommatus_icarus","Polyommatus",38.62,-2.14
"7680","RVcollLD1571",1,"Polyommatus_celina","Polyommatus",38.62,14.71
"7681","RVcoll14B471",1,"Polyommatus_celina","Polyommatus",38.62,-9.29
"7682","RVcoll12M729",1,"Polyommatus_celina","Polyommatus",38.62,-3.29
"7683","RV",0,"Polyommatus_sp","Polyommatus",38.62,14.71
"7684","MEB",0,"Polyommatus_sp","Polyommatus",38.62,-9.29
"7685","MEB",0,"Polyommatus_sp","Polyommatus",38.62,-8.71
"7686","MEB",0,"Polyommatus_sp","Polyommatus",38.62,-8.14
"7687","MEB",0,"Polyommatus_sp","Polyommatus",38.62,-2.14
"7688","MEB",0,"Polyommatus_sp","Polyommatus",38.62,20.71
"7689","MEB",0,"Polyommatus_sp","Polyommatus",38.62,21.29
"7690","MEB",0,"Polyommatus_sp","Polyommatus",38.62,21.86
"7691","MEB",0,"Polyommatus_sp","Polyommatus",38.62,26.14
"7692","RVcoll12M601",1,"Polyommatus_celina","Polyommatus",39.04,-5.66
"7693","MEB",0,"Polyommatus_sp","Polyommatus",39.04,-6.34
"7694","MEB",0,"Polyommatus_sp","Polyommatus",39.04,-5.66
"7695","MEB",0,"Polyommatus_sp","Polyommatus",39.04,24.34
"7696","RV",0,"Polyommatus_sp","Polyommatus",39.06,-0.98
"7697","RV",0,"Polyommatus_sp","Polyommatus",39.06,17.02
"7698","MEB",0,"Polyommatus_sp","Polyommatus",39.06,-6.98
"7699","MEB",0,"Polyommatus_sp","Polyommatus",39.06,-5.02
"7700","MEB",0,"Polyommatus_sp","Polyommatus",39.06,0.98
"7701","RV",0,"Polyommatus_sp","Polyommatus",39.06,23.02
"7702","RVcoll10C449",1,"Polyommatus_celina","Polyommatus",39.07,1.56
"7703","RVcoll12O010",1,"Polyommatus_celina","Polyommatus",39.07,8.71
"7704","RVcoll13T681",1,"Polyommatus_celina","Polyommatus",39.07,9.29
"7705","RV",0,"Polyommatus_sp","Polyommatus",39.07,8.71
"7706","RV",0,"Polyommatus_sp","Polyommatus",39.07,9.29
"7707","RV",0,"Polyommatus_sp","Polyommatus",39.07,16.44
"7708","MEB",0,"Polyommatus_sp","Polyommatus",39.07,-9.29
"7709","MEB",0,"Polyommatus_sp","Polyommatus",39.07,-8.71
"7710","MEB",0,"Polyommatus_sp","Polyommatus",39.07,-8.13
"7711","MEB",0,"Polyommatus_sp","Polyommatus",39.07,-7.56
"7712","MEB",0,"Polyommatus_sp","Polyommatus",39.07,1.56
"7713","MEB",0,"Polyommatus_sp","Polyommatus",39.07,20.13
"7714","MEB",0,"Polyommatus_sp","Polyommatus",39.07,20.71
"7715","MEB",0,"Polyommatus_sp","Polyommatus",39.07,21.29
"7716","MEB",0,"Polyommatus_sp","Polyommatus",39.07,21.87
"7717","MEB",0,"Polyommatus_sp","Polyommatus",39.07,22.44
"7718","MEB",0,"Polyommatus_sp","Polyommatus",39.07,26.71
"7719","RV",0,"Polyommatus_sp","Polyommatus",39.07,26.13
"7720","RVcoll08H394",2,"Polyommatus_icarus","Polyommatus",39.49,-0.34
"7721","MEB",0,"Polyommatus_sp","Polyommatus",39.49,-5.66
"7722","LEPSS00042",2,"Polyommatus_icarus","Polyommatus",39.51,17.04
"7723","RV",0,"Polyommatus_sp","Polyommatus",39.51,17.04
"7724","MEB",0,"Polyommatus_sp","Polyommatus",39.51,23.04
"7725","RVcoll07E051",2,"Polyommatus_icarus","Polyommatus",39.52,16.45
"7726","RVcoll09T570",1,"Polyommatus_celina","Polyommatus",39.52,8.71
"7727","RVcoll08P297",1,"Polyommatus_celina","Polyommatus",39.52,2.71
"7728","RV",0,"Polyommatus_sp","Polyommatus",39.52,8.71
"7729","RV",0,"Polyommatus_sp","Polyommatus",39.52,9.29
"7730","RV",0,"Polyommatus_sp","Polyommatus",39.52,15.87
"7731","RV",0,"Polyommatus_sp","Polyommatus",39.52,16.45
"7732","MEB",0,"Polyommatus_sp","Polyommatus",39.52,-9.29
"7733","MEB",0,"Polyommatus_sp","Polyommatus",39.52,-8.13
"7734","MEB",0,"Polyommatus_sp","Polyommatus",39.52,-7.55
"7735","MEB",0,"Polyommatus_sp","Polyommatus",39.52,2.71
"7736","MEB",0,"Polyommatus_sp","Polyommatus",39.52,3.29
"7737","MEB",0,"Polyommatus_sp","Polyommatus",39.52,20.13
"7738","MEB",0,"Polyommatus_sp","Polyommatus",39.52,20.71
"7739","MEB",0,"Polyommatus_sp","Polyommatus",39.52,21.29
"7740","MEB",0,"Polyommatus_sp","Polyommatus",39.52,21.87
"7741","MEB",0,"Polyommatus_sp","Polyommatus",39.52,22.45
"7742","RV",0,"Polyommatus_sp","Polyommatus",39.52,-3.29
"7743","RVcoll14I327",2,"Polyommatus_icarus","Polyommatus",39.94,18.33
"7744","RV",0,"Polyommatus_sp","Polyommatus",39.94,18.33
"7745","MEB",0,"Polyommatus_sp","Polyommatus",39.94,-6.33
"7746","MEB",0,"Polyommatus_sp","Polyommatus",39.94,-5.67
"7747","RV",0,"Polyommatus_sp","Polyommatus",39.94,-0.33
"7748","RVcoll08J743",2,"Polyommatus_icarus","Polyommatus",39.96,-0.95
"7749","MEB",0,"Polyommatus_sp","Polyommatus",39.96,-6.95
"7750","MEB",0,"Polyommatus_sp","Polyommatus",39.96,-0.95
"7751","MEB",0,"Polyommatus_sp","Polyommatus",39.96,24.95
"7752","GWORR418-10",2,"Polyommatus_icarus","Polyommatus",39.97,15.88
"7753","RVcoll12Q795",2,"Polyommatus_icarus","Polyommatus",39.97,16.46
"7754","RVcoll08P282",1,"Polyommatus_celina","Polyommatus",39.97,3.29
"7755","RVcoll13T694",1,"Polyommatus_celina","Polyommatus",39.97,8.71
"7756","RVcoll08P246",1,"Polyommatus_celina","Polyommatus",39.97,2.71
"7757","RVcoll11E336",1,"Polyommatus_celina","Polyommatus",39.97,9.29
"7758","RVcoll08H192",1,"Polyommatus_celina","Polyommatus",39.97,4.46
"7759","RV",0,"Polyommatus_sp","Polyommatus",39.97,8.71
"7760","RV",0,"Polyommatus_sp","Polyommatus",39.97,9.29
"7761","RV",0,"Polyommatus_sp","Polyommatus",39.97,15.29
"7762","RV",0,"Polyommatus_sp","Polyommatus",39.97,15.88
"7763","RV",0,"Polyommatus_sp","Polyommatus",39.97,16.46
"7764","MEB",0,"Polyommatus_sp","Polyommatus",39.97,-8.71
"7765","MEB",0,"Polyommatus_sp","Polyommatus",39.97,-8.12
"7766","MEB",0,"Polyommatus_sp","Polyommatus",39.97,-3.29
"7767","MEB",0,"Polyommatus_sp","Polyommatus",39.97,-2.12
"7768","MEB",0,"Polyommatus_sp","Polyommatus",39.97,-1.54
"7769","MEB",0,"Polyommatus_sp","Polyommatus",39.97,3.29
"7770","MEB",0,"Polyommatus_sp","Polyommatus",39.97,4.46
"7771","MEB",0,"Polyommatus_sp","Polyommatus",39.97,19.54
"7772","MEB",0,"Polyommatus_sp","Polyommatus",39.97,20.12
"7773","MEB",0,"Polyommatus_sp","Polyommatus",39.97,20.71
"7774","MEB",0,"Polyommatus_sp","Polyommatus",39.97,21.29
"7775","MEB",0,"Polyommatus_sp","Polyommatus",39.97,22.46
"7776","MEB",0,"Polyommatus_sp","Polyommatus",39.97,25.54
"7777","MEB",0,"Polyommatus_sp","Polyommatus",39.97,26.12
"7778","RV",0,"Polyommatus_sp","Polyommatus",39.97,2.71
"7779","RV",0,"Polyommatus_sp","Polyommatus",39.97,-3.88
"7780","RVcoll08L276",2,"Polyommatus_icarus","Polyommatus",40.39,-0.32
"7781","RVcoll08H936",1,"Polyommatus_celina","Polyommatus",40.39,-5.68
"7782","RV",0,"Polyommatus_sp","Polyommatus",40.39,17.68
"7783","RV",0,"Polyommatus_sp","Polyommatus",40.39,18.32
"7784","MEB",0,"Polyommatus_sp","Polyommatus",40.39,-5.68
"7785","MEB",0,"Polyommatus_sp","Polyommatus",40.39,23.68
"7786","MEB",0,"Polyommatus_sp","Polyommatus",40.39,24.32
"7787","RV",0,"Polyommatus_sp","Polyommatus",40.39,-0.32
"7788","RVcoll08H977",1,"Polyommatus_celina","Polyommatus",40.41,-5.06
"7789","MEB",0,"Polyommatus_sp","Polyommatus",40.41,-6.94
"7790","MEB",0,"Polyommatus_sp","Polyommatus",40.41,-0.94
"7791","MEB",0,"Polyommatus_sp","Polyommatus",40.41,23.06
"7792","RV",0,"Polyommatus_sp","Polyommatus",40.41,-5.06
"7793","RVcoll09X521",2,"Polyommatus_icarus","Polyommatus",40.42,-1.53
"7794","RVcoll08H410",2,"Polyommatus_icarus","Polyommatus",40.42,-3.88
"7795","RVcoll18A335",2,"Polyommatus_icarus","Polyommatus",40.42,-4.47
"7796","RVcoll14B304",1,"Polyommatus_celina","Polyommatus",40.42,-7.53
"7797","RVcollLD0414",1,"Polyommatus_celina","Polyommatus",40.42,9.88
"7798","RVcoll12O007",1,"Polyommatus_celina","Polyommatus",40.42,8.12
"7799","RVcoll18A334",1,"Polyommatus_celina","Polyommatus",40.42,-4.47
"7800","RV",0,"Polyommatus_sp","Polyommatus",40.42,8.12
"7801","RV",0,"Polyommatus_sp","Polyommatus",40.42,9.88
"7802","RV",0,"Polyommatus_sp","Polyommatus",40.42,15.88
"7803","RV",0,"Polyommatus_sp","Polyommatus",40.42,16.47
"7804","MEB",0,"Polyommatus_sp","Polyommatus",40.42,-8.12
"7805","MEB",0,"Polyommatus_sp","Polyommatus",40.42,-7.53
"7806","MEB",0,"Polyommatus_sp","Polyommatus",40.42,-4.47
"7807","MEB",0,"Polyommatus_sp","Polyommatus",40.42,-3.88
"7808","MEB",0,"Polyommatus_sp","Polyommatus",40.42,-2.12
"7809","MEB",0,"Polyommatus_sp","Polyommatus",40.42,-1.53
"7810","MEB",0,"Polyommatus_sp","Polyommatus",40.42,21.88
"7811","RV",0,"Polyommatus_sp","Polyommatus",40.42,19.53
"7812","RVcoll08H434",2,"Polyommatus_icarus","Polyommatus",40.43,-3.29
"7813","RV",0,"Polyommatus_sp","Polyommatus",40.43,8.71
"7814","RV",0,"Polyommatus_sp","Polyommatus",40.43,15.29
"7815","MEB",0,"Polyommatus_sp","Polyommatus",40.43,-8.71
"7816","MEB",0,"Polyommatus_sp","Polyommatus",40.43,-3.29
"7817","MEB",0,"Polyommatus_sp","Polyommatus",40.43,21.29
"7818","RV",0,"Polyommatus_sp","Polyommatus",40.43,20.71
"7819","RV",0,"Polyommatus_sp","Polyommatus",40.43,-2.71
"7820","RVcoll10B514",2,"Polyommatus_icarus","Polyommatus",40.84,0.31
"7821","MEB",0,"Polyommatus_sp","Polyommatus",40.84,0.31
"7822","MEB",0,"Polyommatus_sp","Polyommatus",40.84,24.31
"7823","RV",0,"Polyommatus_sp","Polyommatus",40.84,-5.69
"7824","RVcoll09V396",2,"Polyommatus_icarus","Polyommatus",40.86,0.92
"7825","RVcoll19C177",2,"Polyommatus_icarus","Polyommatus",40.86,17.08
"7826","RV",0,"Polyommatus_sp","Polyommatus",40.86,17.08
"7827","MEB",0,"Polyommatus_sp","Polyommatus",40.86,-6.92
"7828","MEB",0,"Polyommatus_sp","Polyommatus",40.86,23.08
"7829","MEB",0,"Polyommatus_sp","Polyommatus",40.86,24.92
"7830","MEB",0,"Polyommatus_sp","Polyommatus",40.86,29.08
"7831","RV",0,"Polyommatus_sp","Polyommatus",40.86,-0.92
"7832","RV",0,"Polyommatus_sp","Polyommatus",40.86,0.92
"7833","RVcoll15C233",2,"Polyommatus_icarus","Polyommatus",40.87,16.48
"7834","RVcoll15C144",2,"Polyommatus_icarus","Polyommatus",40.87,15.89
"7835","RVcoll12L143",2,"Polyommatus_icarus","Polyommatus",40.87,-3.89
"7836","RV",0,"Polyommatus_sp","Polyommatus",40.87,15.89
"7837","RV",0,"Polyommatus_sp","Polyommatus",40.87,16.48
"7838","MEB",0,"Polyommatus_sp","Polyommatus",40.87,-8.11
"7839","MEB",0,"Polyommatus_sp","Polyommatus",40.87,-7.52
"7840","MEB",0,"Polyommatus_sp","Polyommatus",40.87,19.52
"7841","MEB",0,"Polyommatus_sp","Polyommatus",40.87,20.11
"7842","MEB",0,"Polyommatus_sp","Polyommatus",40.87,21.89
"7843","MEB",0,"Polyommatus_sp","Polyommatus",40.87,22.48
"7844","MEB",0,"Polyommatus_sp","Polyommatus",40.87,25.52
"7845","MEB",0,"Polyommatus_sp","Polyommatus",40.87,26.11
"7846","RV",0,"Polyommatus_sp","Polyommatus",40.87,-3.89
"7847","RVcoll14A082",2,"Polyommatus_icarus","Polyommatus",40.88,14.7
"7848","RVcoll08H592",2,"Polyommatus_icarus","Polyommatus",40.88,-2.7
"7849","RVcoll11E547",1,"Polyommatus_celina","Polyommatus",40.88,9.3
"7850","RVcoll12O005",1,"Polyommatus_celina","Polyommatus",40.88,8.7
"7851","RV",0,"Polyommatus_sp","Polyommatus",40.88,8.7
"7852","RV",0,"Polyommatus_sp","Polyommatus",40.88,9.3
"7853","RV",0,"Polyommatus_sp","Polyommatus",40.88,14.7
"7854","RV",0,"Polyommatus_sp","Polyommatus",40.88,15.3
"7855","MEB",0,"Polyommatus_sp","Polyommatus",40.88,-8.7
"7856","MEB",0,"Polyommatus_sp","Polyommatus",40.88,20.7
"7857","MEB",0,"Polyommatus_sp","Polyommatus",40.88,21.3
"7858","MEB",0,"Polyommatus_sp","Polyommatus",40.88,27.3
"7859","RVcoll08H255",2,"Polyommatus_icarus","Polyommatus",41.29,-0.31
"7860","RVcoll14F591",2,"Polyommatus_icarus","Polyommatus",41.29,23.69
"7861","MEB",0,"Polyommatus_sp","Polyommatus",41.29,-6.31
"7862","MEB",0,"Polyommatus_sp","Polyommatus",41.29,-0.31
"7863","MEB",0,"Polyommatus_sp","Polyommatus",41.29,23.69
"7864","MEB",0,"Polyommatus_sp","Polyommatus",41.29,24.31
"7865","RV",0,"Polyommatus_sp","Polyommatus",41.31,12.91
"7866","MEB",0,"Polyommatus_sp","Polyommatus",41.31,-6.91
"7867","MEB",0,"Polyommatus_sp","Polyommatus",41.31,24.91
"7868","RVcoll12Q586",2,"Polyommatus_icarus","Polyommatus",41.32,13.51
"7869","RVcoll15M827",2,"Polyommatus_icarus","Polyommatus",41.32,14.1
"7870","RVcoll07C463",2,"Polyommatus_icarus","Polyommatus",41.32,2.1
"7871","RVcoll08J116",2,"Polyommatus_icarus","Polyommatus",41.32,-8.1
"7872","RV",0,"Polyommatus_sp","Polyommatus",41.32,13.51
"7873","RV",0,"Polyommatus_sp","Polyommatus",41.32,14.1
"7874","RV",0,"Polyommatus_sp","Polyommatus",41.32,16.49
"7875","MEB",0,"Polyommatus_sp","Polyommatus",41.32,-8.1
"7876","MEB",0,"Polyommatus_sp","Polyommatus",41.32,-7.51
"7877","MEB",0,"Polyommatus_sp","Polyommatus",41.32,-1.51
"7878","MEB",0,"Polyommatus_sp","Polyommatus",41.32,1.51
"7879","MEB",0,"Polyommatus_sp","Polyommatus",41.32,2.1
"7880","MEB",0,"Polyommatus_sp","Polyommatus",41.32,19.51
"7881","MEB",0,"Polyommatus_sp","Polyommatus",41.32,21.9
"7882","MEB",0,"Polyommatus_sp","Polyommatus",41.32,26.1
"7883","MEB",0,"Polyommatus_sp","Polyommatus",41.32,28.49
"7884","RVcoll12Q454",2,"Polyommatus_icarus","Polyommatus",41.33,-3.3
"7885","RVcoll11E685",2,"Polyommatus_icarus","Polyommatus",41.33,9.3
"7886","RVcoll11E567",1,"Polyommatus_celina","Polyommatus",41.33,9.3
"7887","RV",0,"Polyommatus_sp","Polyommatus",41.33,9.3
"7888","RV",0,"Polyommatus_sp","Polyommatus",41.33,14.7
"7889","RV",0,"Polyommatus_sp","Polyommatus",41.33,15.3
"7890","MEB",0,"Polyommatus_sp","Polyommatus",41.33,-8.7
"7891","MEB",0,"Polyommatus_sp","Polyommatus",41.33,-3.3
"7892","MEB",0,"Polyommatus_sp","Polyommatus",41.33,27.3
"7893","RVcoll10A994",2,"Polyommatus_icarus","Polyommatus",41.74,23.7
"7894","RVcoll06G507",2,"Polyommatus_icarus","Polyommatus",41.74,-0.3
"7895","RVcoll07D812",2,"Polyommatus_icarus","Polyommatus",41.74,12.3
"7896","RV",0,"Polyommatus_sp","Polyommatus",41.74,12.3
"7897","MEB",0,"Polyommatus_sp","Polyommatus",41.74,-6.3
"7898","MEB",0,"Polyommatus_sp","Polyommatus",41.74,-0.3
"7899","MEB",0,"Polyommatus_sp","Polyommatus",41.74,0.3
"7900","RV",0,"Polyommatus_sp","Polyommatus",41.74,24.3
"7901","RV",0,"Polyommatus_sp","Polyommatus",41.74,23.7
"7902","RVcoll07D884",2,"Polyommatus_icarus","Polyommatus",41.76,12.9
"7903","RVcoll08L473",2,"Polyommatus_icarus","Polyommatus",41.76,0.89
"7904","RV",0,"Polyommatus_sp","Polyommatus",41.76,12.9
"7905","MEB",0,"Polyommatus_sp","Polyommatus",41.76,-6.89
"7906","MEB",0,"Polyommatus_sp","Polyommatus",41.76,-0.89
"7907","MEB",0,"Polyommatus_sp","Polyommatus",41.76,23.11
"7908","MEB",0,"Polyommatus_sp","Polyommatus",41.76,24.9
